Designator,Mid X,Mid Y,Layer,Rotation,Ref-X(mm),Ref-Y(mm)
J25,106.000000mm,15.000000mm,Top,180.0,106.000000mm,15.000000mm
J39,88.725000mm,20.300000mm,Top,0.0,88.725000mm,20.300000mm
J40,44.250000mm,21.577500mm,Top,-90.0,44.250000mm,21.577500mm
M1,111.882447mm,80.579681mm,Top,180.0,111.882447mm,80.579681mm
M2,138.811855mm,5.529889mm,Top,90.0,138.811855mm,5.529889mm
M3,111.987501mm,62.253623mm,Top,180.0,111.987501mm,62.253623mm
M4,67.612501mm,8.309813mm,Top,0.0,67.612501mm,8.309813mm
M5,59.000000mm,69.637499mm,Top,180.0,59.000000mm,69.637499mm
M7,63.674997mm,5.975004mm,Top,90.0,63.674997mm,5.975004mm
M9,97.287476mm,110.198425mm,Top,-90.0,97.287476mm,110.198425mm
M10,78.616015mm,86.837891mm,Top,180.0,78.616015mm,86.837891mm
M11,114.712501mm,91.112499mm,Top,180.0,114.712501mm,91.112499mm
M13,99.918337mm,5.937501mm,Top,90.0,99.918337mm,5.937501mm
P1,17.912500mm,131.000000mm,Top,0.0,17.912500mm,131.000000mm
P2,77.000000mm,109.200000mm,Top,180.0,77.000000mm,109.200000mm
P3,74.400000mm,105.400000mm,Top,-90.0,74.400000mm,105.400000mm
P4,51.500000mm,111.800000mm,Top,180.0,51.500000mm,111.800000mm
P5,51.500000mm,116.100000mm,Top,180.0,51.500000mm,116.100000mm
P6,49.000000mm,104.800000mm,Top,180.0,49.000000mm,104.800000mm
P7,59.000000mm,116.100000mm,Top,180.0,59.000000mm,116.100000mm
P8,49.000000mm,109.200000mm,Top,180.0,49.000000mm,109.200000mm
P9,38.000000mm,112.100000mm,Top,180.0,38.000000mm,112.100000mm
P10,27.500000mm,105.000000mm,Top,180.0,27.500000mm,105.000000mm
P11,66.500000mm,116.100000mm,Top,180.0,66.500000mm,116.100000mm
P12,41.500000mm,119.200000mm,Top,180.0,41.500000mm,119.200000mm
P13,35.500000mm,119.000000mm,Top,180.0,35.500000mm,119.000000mm
P14,79.500000mm,123.505000mm,Top,180.0,79.500000mm,123.505000mm
P15,74.500000mm,123.500000mm,Top,180.0,74.500000mm,123.500000mm
P16,71.500000mm,123.500000mm,Top,180.0,71.500000mm,123.500000mm
P17,54.000000mm,123.500000mm,Top,180.0,54.000000mm,123.500000mm
P18,41.500000mm,123.500000mm,Top,180.0,41.500000mm,123.500000mm
P19,38.500000mm,123.500000mm,Top,180.0,38.500000mm,123.500000mm
P20,35.500000mm,123.500000mm,Top,180.0,35.500000mm,123.500000mm
P21,30.500000mm,123.500000mm,Top,180.0,30.500000mm,123.500000mm
P22,27.500000mm,123.500000mm,Top,180.0,27.500000mm,123.500000mm
P23,128.500000mm,115.000000mm,Top,180.0,128.500000mm,115.000000mm
P24,122.500000mm,119.500000mm,Top,180.0,122.500000mm,119.500000mm
P25,116.500000mm,124.000000mm,Top,180.0,116.500000mm,124.000000mm
P26,119.500000mm,124.000000mm,Top,180.0,119.500000mm,124.000000mm
P27,113.500000mm,119.500000mm,Top,180.0,113.500000mm,119.500000mm
P28,110.500000mm,119.500000mm,Top,180.0,110.500000mm,119.500000mm
P29,110.500000mm,124.000000mm,Top,180.0,110.500000mm,124.000000mm
P30,98.500000mm,114.000000mm,Top,180.0,98.500000mm,114.000000mm
P31,95.500000mm,112.500000mm,Top,180.0,95.500000mm,112.500000mm
P32,131.500000mm,119.500000mm,Top,180.0,131.500000mm,119.500000mm
P33,128.500000mm,119.500000mm,Top,180.0,128.500000mm,119.500000mm
P34,125.500000mm,119.500000mm,Top,180.0,125.500000mm,119.500000mm
P35,119.500000mm,119.500000mm,Top,180.0,119.500000mm,119.500000mm
P36,107.500000mm,124.000000mm,Top,180.0,107.500000mm,124.000000mm
P37,104.500000mm,128.500000mm,Top,180.0,104.500000mm,128.500000mm
P38,101.500000mm,116.500000mm,Top,180.0,101.500000mm,116.500000mm
P39,90.000000mm,110.500000mm,Top,0.0,90.000000mm,110.500000mm
P40,131.500000mm,124.000000mm,Top,180.0,131.500000mm,124.000000mm
P41,128.500000mm,124.000000mm,Top,180.0,128.500000mm,124.000000mm
P42,125.500000mm,124.000000mm,Top,180.0,125.500000mm,124.000000mm
P43,122.500000mm,124.000000mm,Top,180.0,122.500000mm,124.000000mm
P44,119.500000mm,128.500000mm,Top,180.0,119.500000mm,128.500000mm
P45,116.500000mm,128.500000mm,Top,180.0,116.500000mm,128.500000mm
P46,113.500000mm,124.000000mm,Top,180.0,113.500000mm,124.000000mm
P47,107.500000mm,128.500000mm,Top,180.0,107.500000mm,128.500000mm
P48,101.500000mm,121.000000mm,Top,180.0,101.500000mm,121.000000mm
P49,95.500000mm,124.000000mm,Top,180.0,95.500000mm,124.000000mm
P50,131.500000mm,128.500000mm,Top,180.0,131.500000mm,128.500000mm
P51,128.500000mm,128.500000mm,Top,180.0,128.500000mm,128.500000mm
P52,125.500000mm,128.500000mm,Top,180.0,125.500000mm,128.500000mm
P53,122.500000mm,128.500000mm,Top,180.0,122.500000mm,128.500000mm
P54,113.500000mm,128.500000mm,Top,180.0,113.500000mm,128.500000mm
P55,110.500000mm,128.500000mm,Top,180.0,110.500000mm,128.500000mm
P56,136.000000mm,20.000000mm,Top,0.0,136.000000mm,20.000000mm
P57,130.000000mm,17.500000mm,Top,0.0,130.000000mm,17.500000mm
P58,133.000000mm,15.500000mm,Top,0.0,133.000000mm,15.500000mm
P59,136.000000mm,15.500000mm,Top,0.0,136.000000mm,15.500000mm
P60,67.000000mm,65.500000mm,Top,-90.0,67.000000mm,65.500000mm
P61,43.500000mm,74.500000mm,Top,180.0,43.500000mm,74.500000mm
P62,27.500000mm,63.000000mm,Top,180.0,27.500000mm,63.000000mm
P63,27.500000mm,67.500000mm,Top,180.0,27.500000mm,67.500000mm
P64,27.500000mm,72.000000mm,Top,180.0,27.500000mm,72.000000mm
P65,27.500000mm,76.500000mm,Top,180.0,27.500000mm,76.500000mm
P66,46.500000mm,74.500000mm,Top,180.0,46.500000mm,74.500000mm
P67,64.000000mm,67.000000mm,Top,90.0,64.000000mm,67.000000mm
P68,67.000000mm,68.500000mm,Top,-90.0,67.000000mm,68.500000mm
P69,64.000000mm,61.000000mm,Top,90.0,64.000000mm,61.000000mm
P70,52.500000mm,74.500000mm,Top,180.0,52.500000mm,74.500000mm
P71,64.000000mm,64.000000mm,Top,90.0,64.000000mm,64.000000mm
P72,49.500000mm,74.500000mm,Top,180.0,49.500000mm,74.500000mm
P73,79.500000mm,82.100000mm,Top,90.0,79.500000mm,82.100000mm
P74,84.000000mm,82.000000mm,Top,90.0,84.000000mm,82.000000mm
P75,87.000000mm,82.000000mm,Top,-90.0,87.000000mm,82.000000mm
P76,87.500000mm,64.000000mm,Top,90.0,87.500000mm,64.000000mm
P77,90.500000mm,64.000000mm,Top,-90.0,90.500000mm,64.000000mm
P78,103.500000mm,64.000000mm,Top,90.0,103.500000mm,64.000000mm
Q1,147.450000mm,28.275000mm,Top,180.0,147.450000mm,28.275000mm
Q2,147.374999mm,56.500000mm,Top,180.0,147.374999mm,56.500000mm
Q3,147.374999mm,95.000000mm,Top,180.0,147.374999mm,95.000000mm
Q4,147.374999mm,117.500000mm,Top,180.0,147.374999mm,117.500000mm
R1,148.500000mm,11.500000mm,Top,90.0,148.500000mm,11.500000mm
R2,82.299999mm,115.500000mm,Top,180.0,82.299999mm,115.500000mm
R3,87.500000mm,114.700000mm,Top,90.0,87.500000mm,114.700000mm
R4,87.500000mm,121.595000mm,Top,90.0,87.500000mm,121.595000mm
R5,112.950021mm,110.499999mm,Top,0.0,112.950021mm,110.499999mm
R6,31.000000mm,80.500000mm,Top,0.0,31.000000mm,80.500000mm
R7,51.000000mm,80.000000mm,Top,0.0,51.000000mm,80.000000mm
R8,79.500000mm,117.700000mm,Top,90.0,79.500000mm,117.700000mm
R9,66.500000mm,110.300000mm,Top,90.0,66.500000mm,110.300000mm
R10,59.000000mm,110.400000mm,Top,90.0,59.000000mm,110.400000mm
R11,56.500000mm,121.600000mm,Top,90.0,56.500000mm,121.600000mm
R12,46.500000mm,107.800000mm,Top,90.0,46.500000mm,107.800000mm
R13,112.950020mm,105.000000mm,Top,0.0,112.950020mm,105.000000mm
R14,87.300000mm,107.000000mm,Top,0.0,87.300000mm,107.000000mm
R15,87.300000mm,109.000000mm,Top,0.0,87.300000mm,109.000000mm
R16,90.999999mm,107.000000mm,Top,90.0,90.999999mm,107.000000mm
R17,41.500000mm,113.400000mm,Top,90.0,41.500000mm,113.400000mm
R18,35.500000mm,106.300000mm,Top,90.0,35.500000mm,106.300000mm
R19,33.000000mm,100.900000mm,Top,90.0,33.000000mm,100.900000mm
R20,30.500000mm,110.600000mm,Top,90.0,30.500000mm,110.600000mm
R21,30.500000mm,117.500000mm,Top,90.0,30.500000mm,117.500000mm
R22,77.000000mm,114.700000mm,Top,90.0,77.000000mm,114.700000mm
R23,74.500000mm,110.800000mm,Top,90.0,74.500000mm,110.800000mm
R24,71.500000mm,110.800000mm,Top,90.0,71.500000mm,110.800000mm
R25,69.000000mm,114.700000mm,Top,90.0,69.000000mm,114.700000mm
R26,64.000000mm,114.700000mm,Top,90.0,64.000000mm,114.700000mm
R27,64.000000mm,121.600000mm,Top,90.0,64.000000mm,121.600000mm
R28,54.000000mm,110.800000mm,Top,90.0,54.000000mm,110.800000mm
R29,43.500000mm,107.800000mm,Top,90.0,43.500000mm,107.800000mm
R30,35.500000mm,113.200000mm,Top,90.0,35.500000mm,113.200000mm
R31,33.000000mm,107.800000mm,Top,90.0,33.000000mm,107.800000mm
R32,77.000000mm,121.600000mm,Top,90.0,77.000000mm,121.600000mm
R33,74.500000mm,117.700000mm,Top,90.0,74.500000mm,117.700000mm
R34,71.500000mm,117.700000mm,Top,90.0,71.500000mm,117.700000mm
R35,61.500000mm,114.700000mm,Top,90.0,61.500000mm,114.700000mm
R36,59.000000mm,121.600000mm,Top,90.0,59.000000mm,121.600000mm
R37,54.000000mm,117.700000mm,Top,90.0,54.000000mm,117.700000mm
R38,51.500000mm,121.600000mm,Top,90.0,51.500000mm,121.600000mm
R39,49.000000mm,114.700000mm,Top,90.0,49.000000mm,114.700000mm
R40,46.500000mm,114.700000mm,Top,90.0,46.500000mm,114.700000mm
R41,44.000000mm,114.700000mm,Top,90.0,44.000000mm,114.700000mm
R42,38.400000mm,117.500000mm,Top,90.0,38.400000mm,117.500000mm
R43,33.000000mm,114.700000mm,Top,90.0,33.000000mm,114.700000mm
R44,27.500000mm,110.500000mm,Top,90.0,27.500000mm,110.500000mm
R45,27.500000mm,117.500000mm,Top,90.0,27.500000mm,117.500000mm
R46,69.000000mm,121.600000mm,Top,90.0,69.000000mm,121.600000mm
R47,66.500000mm,121.600000mm,Top,90.0,66.500000mm,121.600000mm
R48,61.500000mm,121.600000mm,Top,90.0,61.500000mm,121.600000mm
R49,56.500000mm,114.650001mm,Top,90.0,56.500000mm,114.650001mm
R50,112.950020mm,99.500000mm,Top,0.0,112.950020mm,99.500000mm
R51,49.000000mm,121.600000mm,Top,90.0,49.000000mm,121.600000mm
R52,46.500000mm,121.600000mm,Top,90.0,46.500000mm,121.600000mm
R53,44.000000mm,121.600000mm,Top,90.0,44.000000mm,121.600000mm
R54,33.000000mm,121.595000mm,Top,90.0,33.000000mm,121.595000mm
R55,95.500000mm,118.000000mm,Top,90.0,95.500000mm,118.000000mm
R56,98.500000mm,126.500000mm,Top,90.0,98.500000mm,126.500000mm
R57,90.700000mm,121.595000mm,Top,90.0,90.700000mm,121.595000mm
R58,101.500000mm,126.500000mm,Top,90.0,101.500000mm,126.500000mm
R59,98.500000mm,119.500000mm,Top,90.0,98.500000mm,119.500000mm
R60,92.500000mm,114.595000mm,Top,90.0,92.500000mm,114.595000mm
R61,154.075001mm,22.475001mm,Top,-90.0,154.075001mm,22.475001mm
R62,154.000000mm,50.700000mm,Top,-90.0,154.000000mm,50.700000mm
R63,154.000000mm,89.200001mm,Top,-90.0,154.000000mm,89.200001mm
R64,153.925000mm,111.700000mm,Top,-90.0,153.925000mm,111.700000mm
R65,151.037501mm,18.775001mm,Top,180.0,151.037501mm,18.775001mm
R66,150.962500mm,47.000001mm,Top,180.0,150.962500mm,47.000001mm
R67,150.962500mm,85.500001mm,Top,180.0,150.962500mm,85.500001mm
R68,150.925000mm,108.000000mm,Top,180.0,150.925000mm,108.000000mm
R69,68.795186mm,109.367996mm,Top,-90.0,68.795186mm,109.367996mm
R70,79.500000mm,113.000000mm,Top,0.0,79.500000mm,113.000000mm
R71,101.000000mm,112.500000mm,Top,-90.0,101.000000mm,112.500000mm
R72,52.000000mm,107.500000mm,Top,90.0,52.000000mm,107.500000mm
R73,62.000000mm,109.000000mm,Top,90.0,62.000000mm,109.000000mm
R74,69.500000mm,107.000000mm,Top,0.0,69.500000mm,107.000000mm
R75,64.500000mm,109.000000mm,Top,90.0,64.500000mm,109.000000mm
R76,40.725000mm,80.000000mm,Top,0.0,40.725000mm,80.000000mm
R77,76.900000mm,97.000000mm,Top,180.0,76.900000mm,97.000000mm
R78,53.800000mm,98.100000mm,Top,-90.0,53.800000mm,98.100000mm
R79,76.900001mm,95.400000mm,Top,180.0,76.900001mm,95.400000mm
R80,87.299999mm,105.050002mm,Top,0.0,87.299999mm,105.050002mm
R81,54.500000mm,95.700000mm,Top,0.0,54.500000mm,95.700000mm
R82,52.200000mm,96.486934mm,Top,90.0,52.200000mm,96.486934mm
S1,68.000000mm,19.000000mm,Top,0.0,68.000000mm,19.000000mm
S2,68.000000mm,12.500000mm,Top,0.0,68.000000mm,12.500000mm
U1,62.000000mm,27.500000mm,Top,-90.0,62.000000mm,27.500000mm
U2,65.000000mm,97.000000mm,Top,0.0,65.000000mm,97.000000mm
U3,117.290001mm,12.000000mm,Top,270.0,117.290001mm,12.000000mm
U4,97.500000mm,21.500000mm,Top,180.0,97.500000mm,21.500000mm
